tower,sim_id,wind_speed_id,wave_hs_id,wave_tp_id,wind_seed_id,mean_wind_speed,std_wind_speed,wave_hs,wave_tp,damage_weight,action_pitch_offset_deg,action_yaw_error_deg,action_ipc_level,damage_max,damage_base_section,damage_top_section,damage_mean_section,damage_max_section_id,damage_ratio_max,controllable_share_max,power_w,power_baseline_w,thrust_n,thrust_baseline_n,ct_ratio,cp_ratio
ref,13,1,2,6,1,3.3512058,1.383558,0.98856467,10.315182,184.44374,0.0,-30.0,0.0,2.4632365e-07,2.4632365e-07,1.4127657e-08,1.5022934e-07,1,1.0555806,0.044077087,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,14,1,2,7,1,3.3512058,1.383558,0.98856467,11.428846,184.44374,0.0,-30.0,0.0,2.4785618e-07,2.4785618e-07,1.3517335e-08,1.5175121e-07,1,1.0699697,0.05548805,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,15,1,3,1,1,3.3512058,1.383558,1.1740619,7.206446,184.44374,0.0,-30.0,0.0,3.0756738e-07,3.0756738e-07,1.29078845e-08,1.8429364e-07,1,1.0162367,0.012876117,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,16,1,3,2,1,3.3512058,1.383558,1.1740619,7.9684143,184.44374,0.0,-30.0,0.0,3.8894575e-07,3.8894575e-07,1.2449162e-08,2.296376e-07,1,1.0181024,0.01435578,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,17,1,3,3,1,3.3512058,1.383558,1.1740619,8.5903225,184.44374,0.0,-30.0,0.0,3.0616965e-07,3.0616965e-07,1.3294355e-08,1.7997898e-07,1,1.020866,0.016547361,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,18,1,3,4,1,3.3512058,1.383558,1.1740619,9.188218,184.44374,0.0,-30.0,0.0,3.4071218e-07,3.4071218e-07,1.3415644e-08,2.0426087e-07,1,1.0253162,0.020076497,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,19,1,3,5,1,3.3512058,1.383558,1.1740619,9.827664,184.44374,0.0,-30.0,0.0,2.76785e-07,2.76785e-07,1.3387437e-08,1.6949868e-07,1,1.0302352,0.02397737,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,20,1,3,6,1,3.3512058,1.383558,1.1740619,10.594437,184.44374,0.0,-30.0,0.0,3.2210528e-07,3.2210528e-07,1.308738e-08,1.921756e-07,1,1.0358046,0.028394183,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,21,1,3,7,1,3.3512058,1.383558,1.1740619,11.713875,184.44374,0.0,-30.0,0.0,2.7621672e-07,2.7621672e-07,1.334871e-08,1.740243e-07,1,1.0448426,0.03556154,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,22,1,4,1,1,3.3512058,1.383558,1.3624556,7.440933,184.44374,0.0,-30.0,0.0,4.134034e-07,4.134034e-07,1.3166161e-08,2.4960488e-07,1,1.0108391,0.008595738,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,23,1,4,2,1,3.3512058,1.383558,1.3624556,8.210707,184.44374,0.0,-30.0,0.0,4.490464e-07,4.490464e-07,1.3042818e-08,2.659783e-07,1,1.0120914,0.009588875,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,24,1,4,3,1,3.3512058,1.383558,1.3624556,8.83787,184.44374,0.0,-30.0,0.0,4.0495303e-07,4.0495303e-07,1.3188049e-08,2.3051092e-07,1,1.01457,0.011554411,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,25,1,4,4,1,3.3512058,1.383558,1.3624556,9.439931,184.44374,0.0,-30.0,0.0,3.9192415e-07,3.9192415e-07,1.3978689e-08,2.411608e-07,1,1.0175638,0.013928599,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,26,1,4,5,1,3.3512058,1.383558,1.3624556,10.082948,184.44374,0.0,-30.0,0.0,3.3683062e-07,3.3683062e-07,1.2584139e-08,1.967862e-07,1,1.0207388,0.016446533,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,27,1,4,6,1,3.3512058,1.383558,1.3624556,10.852851,184.44374,0.0,-30.0,0.0,4.4295987e-07,4.4295987e-07,1.4753964e-08,2.6518265e-07,1,1.024617,0.01952196,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,28,1,4,7,1,3.3512058,1.383558,1.3624556,11.974865,184.44374,0.0,-30.0,0.0,3.4329872e-07,3.4329872e-07,1.3619457e-08,2.0795608e-07,1,1.0302632,0.023999576,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,29,1,5,1,1,3.3512058,1.383558,1.5742481,7.6903214,184.44374,0.0,-30.0,0.0,4.450534e-07,4.450534e-07,1.29032545e-08,2.471054e-07,1,1.0073063,0.0057941787,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,30,1,5,2,1,3.3512058,1.383558,1.5742481,8.466643,184.44374,0.0,-30.0,0.0,3.828147e-07,3.828147e-07,1.4270956e-08,2.2414399e-07,1,1.00842,0.0066772676,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,31,1,5,3,1,3.3512058,1.383558,1.5742481,9.097894,184.44374,0.0,-30.0,0.0,6.2985396e-07,6.2985396e-07,1.37158676e-08,3.6994757e-07,1,1.010335,0.008195918,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,32,1,5,4,1,3.3512058,1.383558,1.5742481,9.70291,184.44374,0.0,-30.0,0.0,3.5747246e-07,3.5747246e-07,1.5038815e-08,2.18995e-07,1,1.0123163,0.009767226,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,33,1,5,5,1,3.3512058,1.383558,1.5742481,10.3480835,184.44374,0.0,-30.0,0.0,3.8857212e-07,3.8857212e-07,1.411575e-08,2.421449e-07,1,1.0143366,0.01136933,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,34,1,5,6,1,3.3512058,1.383558,1.5742481,11.119362,184.44374,0.0,-30.0,0.0,3.9267786e-07,3.9267786e-07,1.3441912e-08,2.2635248e-07,1,1.0170254,0.013501622,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,35,1,5,7,1,3.3512058,1.383558,1.5742481,12.241058,184.44374,0.0,-30.0,0.0,3.5039986e-07,3.5039986e-07,1.3966401e-08,2.1050809e-07,1,1.0205402,0.01628907,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,36,1,6,1,1,3.3512058,1.383558,1.8414528,7.987875,184.44374,0.0,-30.0,0.0,5.876799e-07,5.876799e-07,1.700323e-08,3.408863e-07,1,1.0047534,0.0037695111,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,37,1,6,2,1,3.3512058,1.383558,1.8414528,8.769733,184.44374,0.0,-30.0,0.0,5.625882e-07,5.625882e-07,1.6199817e-08,3.221337e-07,1,1.0058012,0.0046004793,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,38,1,6,3,1,3.3512058,1.383558,1.8414528,9.4039345,184.44374,0.0,-30.0,0.0,5.736388e-07,5.736388e-07,1.632892e-08,3.252414e-07,1,1.0070966,0.0056278706,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,39,1,6,4,1,3.3512058,1.383558,1.8414528,10.010581,184.44374,0.0,-30.0,0.0,5.5283124e-07,5.5283124e-07,1.592888e-08,3.1759453e-07,1,1.0083419,0.0066154,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,40,1,6,5,1,3.3512058,1.383558,1.8414528,10.656306,184.44374,0.0,-30.0,0.0,4.7335988e-07,4.7335988e-07,1.53344e-08,2.6574222e-07,1,1.0096266,0.007634225,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,41,1,6,6,1,3.3512058,1.383558,1.8414528,11.42669,184.44374,0.0,-30.0,0.0,5.2905796e-07,5.2905796e-07,1.5425572e-08,3.0878226e-07,1,1.0113536,0.009003751,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,42,1,6,7,1,3.3512058,1.383558,1.8414528,12.544345,184.44374,0.0,-30.0,0.0,3.4477412e-07,3.4477412e-07,1.5468448e-08,2.005795e-07,1,1.0134184,0.010641267,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,43,1,7,1,1,3.3512058,1.383558,2.2553716,8.4196,184.44374,0.0,-30.0,0.0,9.864079e-07,9.864079e-07,1.7446746e-08,5.230464e-07,1,1.0028418,0.0022536272,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,44,1,7,2,1,3.3512058,1.383558,2.2553716,9.205305,184.44374,0.0,-30.0,0.0,7.5315603e-07,7.5315603e-07,1.655176e-08,4.187312e-07,1,1.0036527,0.0028967324,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,45,1,7,3,1,3.3512058,1.383558,2.2553716,9.840343,184.44374,0.0,-30.0,0.0,1.1274759e-06,1.1274759e-06,1.7345833e-08,6.0276176e-07,1,1.0043688,0.0034645945,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,46,1,7,4,1,3.3512058,1.383558,2.2553716,10.446002,184.44374,0.0,-30.0,0.0,1.0295212e-06,1.0295212e-06,1.7499564e-08,5.3974725e-07,1,1.005015,0.003977062,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,47,1,7,5,1,3.3512058,1.383558,2.2553716,11.088873,184.44374,0.0,-30.0,0.0,8.334121e-07,8.334121e-07,1.8636868e-08,4.6155833e-07,1,1.0058047,0.0046032765,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,48,1,7,6,1,3.3512058,1.383558,2.2553716,11.853586,184.44374,0.0,-30.0,0.0,7.517973e-07,7.517973e-07,1.7555655e-08,4.3974637e-07,1,1.0066736,0.005292357,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,49,1,7,7,1,3.3512058,1.383558,2.2553716,12.958938,184.44374,0.0,-30.0,0.0,5.0309666e-07,5.0309666e-07,1.7424295e-08,2.8595298e-07,1,1.0076847,0.006094198,556977.25,729927.7,273425.47,364567.28,0.75,0.76305807
ref,50,1,1,1,2,3.2005703,1.1123898,0.7768452,6.6568193,184.44374,0.0,-30.0,0.0,7.1330106e-08,7.1330106e-08,1.1692118e-09,3.3340225e-08,1,1.03686,0.02923111,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,51,1,1,2,2,3.2005703,1.1123898,0.7768452,7.393875,184.44374,0.0,-30.0,0.0,8.164031e-08,8.164031e-08,1.1807695e-09,3.725267e-08,1,1.0421609,0.033434883,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,52,1,1,3,2,3.2005703,1.1123898,0.7768452,7.9978156,184.44374,0.0,-30.0,0.0,1.1154469e-07,1.1154469e-07,1.1949832e-09,5.4891597e-08,1,1.045683,0.03622799,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,53,1,1,4,2,3.2005703,1.1123898,0.7768452,8.580277,184.44374,0.0,-30.0,0.0,6.845518e-08,6.845518e-08,1.3241522e-09,3.3720372e-08,1,1.0521307,0.041341193,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,54,1,1,5,2,3.2005703,1.1123898,0.7768452,9.205103,184.44374,0.0,-30.0,0.0,7.549125e-08,7.549125e-08,1.2296276e-09,3.5498637e-08,1,1.0634215,0.050295137,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,55,1,1,6,2,3.2005703,1.1123898,0.7768452,9.956741,184.44374,0.0,-30.0,0.0,1.04724585e-07,1.04724585e-07,1.1665212e-09,4.964455e-08,1,1.0772212,0.06123872,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,56,1,1,7,2,3.2005703,1.1123898,0.7768452,11.058464,184.44374,0.0,-30.0,0.0,7.968861e-08,7.968861e-08,1.3074529e-09,3.8313036e-08,1,1.0974616,0.07728996,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,57,1,2,1,2,3.2005703,1.1123898,0.98856467,6.960857,184.44374,0.0,-30.0,0.0,9.7502934e-08,9.7502934e-08,1.3851682e-09,4.5731653e-08,1,1.0193303,0.015329446,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,58,1,2,2,2,3.2005703,1.1123898,0.98856467,7.7128434,184.44374,0.0,-30.0,0.0,1.08277575e-07,1.08277575e-07,1.286487e-09,5.05142e-08,1,1.0217942,0.017283455,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,59,1,2,3,2,3.2005703,1.1123898,0.98856467,8.327732,184.44374,0.0,-30.0,0.0,1.2525412e-07,1.2525412e-07,1.3616389e-09,6.0525345e-08,1,1.024124,0.01913104,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,60,1,2,4,2,3.2005703,1.1123898,0.98856467,8.919738,184.44374,0.0,-30.0,0.0,9.3274686e-08,9.3274686e-08,1.2544278e-09,4.3186343e-08,1,1.028894,0.022913728,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,61,1,2,5,2,3.2005703,1.1123898,0.98856467,9.553771,184.44374,0.0,-30.0,0.0,8.5446494e-08,8.5446494e-08,1.2494067e-09,4.067865e-08,1,1.0349146,0.027688308,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,62,1,2,6,2,3.2005703,1.1123898,0.98856467,10.315182,184.44374,0.0,-30.0,0.0,1.07193515e-07,1.07193515e-07,1.3305824e-09,5.056714e-08,1,1.0418772,0.03320986,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,63,1,2,7,2,3.2005703,1.1123898,0.98856467,11.428846,184.44374,0.0,-30.0,0.0,8.615995e-08,8.615995e-08,1.1626549e-09,4.1062993e-08,1,1.0528742,0.04193085,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,64,1,3,1,2,3.2005703,1.1123898,1.1740619,7.206446,184.44374,0.0,-30.0,0.0,1.4249643e-07,1.4249643e-07,1.2478516e-09,6.825018e-08,1,1.0121357,0.0096240565,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,65,1,3,2,2,3.2005703,1.1123898,1.1740619,7.9684143,184.44374,0.0,-30.0,0.0,1.08503485e-07,1.08503485e-07,1.4075072e-09,5.102027e-08,1,1.0135355,0.010734072,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,66,1,3,3,2,3.2005703,1.1123898,1.1740619,8.5903225,184.44374,0.0,-30.0,0.0,1.801734e-07,1.801734e-07,1.5433237e-09,8.890781e-08,1,1.0156106,0.0123797,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,67,1,3,4,2,3.2005703,1.1123898,1.1740619,9.188218,184.44374,0.0,-30.0,0.0,1.1296138e-07,1.1296138e-07,1.2828946e-09,5.3963e-08,1,1.0189571,0.015033566,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,68,1,3,5,2,3.2005703,1.1123898,1.1740619,9.827664,184.44374,0.0,-30.0,0.0,1.6354896e-07,1.6354896e-07,1.2798804e-09,7.8192414e-08,1,1.0226631,0.017972566,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,69,1,3,6,2,3.2005703,1.1123898,1.1740619,10.594437,184.44374,0.0,-30.0,0.0,1.197714e-07,1.197714e-07,1.2554483e-09,5.7466053e-08,1,1.0268683,0.021307398,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,70,1,3,7,2,3.2005703,1.1123898,1.1740619,11.713875,184.44374,0.0,-30.0,0.0,1.3107451e-07,1.3107451e-07,1.4140056e-09,6.06296e-08,1,1.0337126,0.026735106,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,71,1,4,1,2,3.2005703,1.1123898,1.3624556,7.440933,184.44374,0.0,-30.0,0.0,1.6394287e-07,1.6394287e-07,1.6120554e-09,8.1392855e-08,1,1.0080926,0.006417724,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,72,1,4,2,2,3.2005703,1.1123898,1.3624556,8.210707,184.44374,0.0,-30.0,0.0,1.6935503e-07,1.6935503e-07,1.4732929e-09,8.500666e-08,1,1.00903,0.0071610347,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,73,1,4,3,2,3.2005703,1.1123898,1.3624556,8.83787,184.44374,0.0,-30.0,0.0,1.3622238e-07,1.3622238e-07,1.5252609e-09,6.543319e-08,1,1.0108864,0.008633248,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,74,1,4,4,2,3.2005703,1.1123898,1.3624556,9.439931,184.44374,0.0,-30.0,0.0,1.6197508e-07,1.6197508e-07,1.2083413e-09,8.066674e-08,1,1.0131313,0.010413523,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,75,1,4,5,2,3.2005703,1.1123898,1.3624556,10.082948,184.44374,0.0,-30.0,0.0,1.3762501e-07,1.3762501e-07,1.3311829e-09,6.488083e-08,1,1.0155151,0.012303948,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,76,1,4,6,2,3.2005703,1.1123898,1.3624556,10.852851,184.44374,0.0,-30.0,0.0,1.331441e-07,1.331441e-07,1.2356132e-09,6.487577e-08,1,1.0184308,0.014616243,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,77,1,4,7,2,3.2005703,1.1123898,1.3624556,11.974865,184.44374,0.0,-30.0,0.0,1.08728365e-07,1.08728365e-07,1.3295913e-09,4.975886e-08,1,1.0226843,0.017989313,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,78,1,5,1,2,3.2005703,1.1123898,1.5742481,7.6903214,184.44374,0.0,-30.0,0.0,3.1016972e-07,3.1016972e-07,2.0548279e-09,1.6159929e-07,1,1.0054512,0.004322937,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,79,1,5,2,2,3.2005703,1.1123898,1.5742481,8.466643,184.44374,0.0,-30.0,0.0,2.0904865e-07,2.0904865e-07,1.5181049e-09,9.9636175e-08,1,1.0062834,0.0049829185,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,80,1,5,3,2,3.2005703,1.1123898,1.5742481,9.097894,184.44374,0.0,-30.0,0.0,2.1514225e-07,2.1514225e-07,1.5951388e-09,1.1139646e-07,1,1.0077155,0.0061185863,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,81,1,5,4,2,3.2005703,1.1123898,1.5742481,9.70291,184.44374,0.0,-30.0,0.0,2.173968e-07,2.173968e-07,1.4965822e-09,1.0157265e-07,1,1.0091983,0.0072945612,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,82,1,5,5,2,3.2005703,1.1123898,1.5742481,10.3480835,184.44374,0.0,-30.0,0.0,1.4661128e-07,1.4661128e-07,1.4536677e-09,7.199013e-08,1,1.0107116,0.008494557,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,83,1,5,6,2,3.2005703,1.1123898,1.5742481,11.119362,184.44374,0.0,-30.0,0.0,2.0765502e-07,2.0765502e-07,1.6640902e-09,1.065761e-07,1,1.0127274,0.010093195,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,84,1,5,7,2,3.2005703,1.1123898,1.5742481,12.241058,184.44374,0.0,-30.0,0.0,2.0266052e-07,2.0266052e-07,1.6884537e-09,9.669776e-08,1,1.015366,0.012185657,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,85,1,6,1,2,3.2005703,1.1123898,1.8414528,7.987875,184.44374,0.0,-30.0,0.0,3.3561545e-07,3.3561545e-07,1.9240467e-09,1.5999457e-07,1,1.0035446,0.0028109138,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,86,1,6,2,2,3.2005703,1.1123898,1.8414528,8.769733,184.44374,0.0,-30.0,0.0,3.1088368e-07,3.1088368e-07,1.7253842e-09,1.504044e-07,1,1.0043268,0.0034312925,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,87,1,6,3,2,3.2005703,1.1123898,1.8414528,9.4039345,184.44374,0.0,-30.0,0.0,5.3939044e-07,5.3939044e-07,1.8335382e-09,2.60923e-07,1,1.0052944,0.0041986792,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,88,1,6,4,2,3.2005703,1.1123898,1.8414528,10.010581,184.44374,0.0,-30.0,0.0,4.7087616e-07,4.7087616e-07,1.7707299e-09,2.1834079e-07,1,1.0062251,0.0049366714,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,89,1,6,5,2,3.2005703,1.1123898,1.8414528,10.656306,184.44374,0.0,-30.0,0.0,2.614721e-07,2.614721e-07,2.1439726e-09,1.2890405e-07,1,1.0071857,0.0056984415,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,90,1,6,6,2,3.2005703,1.1123898,1.8414528,11.42669,184.44374,0.0,-30.0,0.0,2.0459919e-07,2.0459919e-07,1.5907281e-09,1.0062761e-07,1,1.0084777,0.006723055,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,91,1,6,7,2,3.2005703,1.1123898,1.8414528,12.544345,184.44374,0.0,-30.0,0.0,2.1670077e-07,2.1670077e-07,1.9586803e-09,1.12331506e-07,1,1.0100237,0.007949106,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,92,1,7,1,2,3.2005703,1.1123898,2.2553716,8.4196,184.44374,0.0,-30.0,0.0,8.9589946e-07,8.9589946e-07,2.5491176e-09,4.2615835e-07,1,1.0021183,0.0016798734,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,93,1,7,2,2,3.2005703,1.1123898,2.2553716,9.205305,184.44374,0.0,-30.0,0.0,5.5851143e-07,5.5851143e-07,2.8346592e-09,2.7272884e-07,1,1.0027232,0.002159604,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,94,1,7,3,2,3.2005703,1.1123898,2.2553716,9.840343,184.44374,0.0,-30.0,0.0,4.267875e-07,4.267875e-07,1.8144644e-09,2.1464918e-07,1,1.0032575,0.0025833375,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,95,1,7,4,2,3.2005703,1.1123898,2.2553716,10.446002,184.44374,0.0,-30.0,0.0,5.0438723e-07,5.0438723e-07,2.4084363e-09,2.434339e-07,1,1.0037398,0.0029658412,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,96,1,7,5,2,3.2005703,1.1123898,2.2553716,11.088873,184.44374,0.0,-30.0,0.0,3.423794e-07,3.423794e-07,2.2577504e-09,1.643692e-07,1,1.0043294,0.0034333812,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,97,1,7,6,2,3.2005703,1.1123898,2.2553716,11.853586,184.44374,0.0,-30.0,0.0,4.173108e-07,4.173108e-07,2.5874447e-09,2.0970744e-07,1,1.0049784,0.0039480305,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,98,1,7,7,2,3.2005703,1.1123898,2.2553716,12.958938,184.44374,0.0,-30.0,0.0,2.9336314e-07,2.9336314e-07,2.4457198e-09,1.4531815e-07,1,1.0057338,0.0045471247,479045.84,627797.4,247868.06,330490.75,0.75,0.76305807
ref,99,1,1,1,3,3.8741229,1.0108348,0.7768452,6.6568193,184.44374,0.0,-30.0,0.0,2.4186792e-07,2.4186792e-07,1.1380038e-08,1.5977672e-07,1,1.1082544,0.08584902,827508.7,1084463.6,362145.6,482860.8,0.75,0.76305807
ref,100,1,1,2,3,3.8741229,1.0108348,0.7768452,7.393875,184.44374,0.0,-30.0,0.0,2.57213e-07,2.57213e-07,1.2361541e-08,1.7463417e-07,1,1.1227927,0.097378336,827508.7,1084463.6,362145.6,482860.8,0.75,0.76305807
ref,101,1,1,3,3,3.8741229,1.0108348,0.7768452,7.9978156,184.44374,0.0,-30.0,0.0,2.5689005e-07,2.5689005e-07,1.23812685e-08,1.7855045e-07,1,1.1323195,0.10493329,827508.7,1084463.6,362145.6,482860.8,0.75,0.76305807
ref,102,1,1,4,3,3.8741229,1.0108348,0.7768452,8.580277,184.44374,0.0,-30.0,0.0,2.5311547e-07,2.5311547e-07,1.2072389e-08,1.7598569e-07,1,1.1494908,0.11855072,827508.7,1084463.6,362145.6,482860.8,0.75,0.76305807
