episode_id,step,behaviour_policy,sim_id,wind_speed_id,wave_hs_id,wave_tp_id,wind_seed_id,wind_speed_setpoint,damage_weight,true_wind_speed,true_turbulence_std,true_wind_direction,true_wave_hs,true_wave_tp,true_thrust,true_power,true_tower_damage_rate,true_turbulence_intensity,prev_pitch_offset_deg,prev_yaw_setpoint_deg,prev_ipc_level,nacelle_yaw_deg,yaw_error_deg,inflow_direction_deg,vane_bias_deg,cumulative_damage_fraction,step_fraction,action_pitch_offset_deg,action_yaw_setpoint_deg,action_ipc_level,action_requested_pitch_offset_deg,action_requested_yaw_setpoint_deg,action_requested_ipc_level,reward,reward_fatigue_relief,reward_severity,reward_fatigue_term,reward_power_loss_fraction,reward_duty_total,duty_pitch_travel,duty_yaw_engagement,duty_yaw_seconds,duty_ipc,damage_controlled,damage_baseline,damage_ratio,del_ratio,damage_controlled_base_section,damage_controlled_top_section,damage_controlled_max_section_id,damage_baseline_base_section,damage_baseline_top_section,controllable_share_max_section,controllable_share_mean,ct_ratio,cp_ratio,power_baseline_w,thrust_baseline_n,gain_thrust_turbulence,gain_rotor_cyclic,next_true_wind_speed,next_true_turbulence_std,next_true_wind_direction,next_true_wave_hs,next_true_wave_tp,next_true_thrust,next_true_power,next_true_tower_damage_rate,done,tower,step_seconds,meas_wind_speed,valid_wind_speed,meas_turbulence_std,valid_turbulence_std,meas_wind_direction,valid_wind_direction,meas_wave_hs,valid_wave_hs,meas_wave_tp,valid_wave_tp,meas_tower_damage_rate,valid_tower_damage_rate,meas_thrust,valid_thrust,meas_power,valid_power,sensor_health
0,10,random,67,1,3,4,2,3.5,184.44374,3.2005703,1.1123898,6.790109,1.1740619,9.188218,306937.78,623776.56,2.7183076e-09,0.34755984,0.0,0.0,0.08245294,9.996091,-1.7405841,8.2555065,-1.4653971,0.00028423517,0.2857143,1.2617228,-3.2059813,0.33028123,1.2617228,-3.2059813,0.33028123,-0.006648342,0.007744616,0.1071527,0.0016597131,0.0001827633,0.16250584,0.15771535,0.0,0.0,0.33028123,2.7183076e-09,2.7824554e-09,0.97694564,0.9922554,2.7183076e-09,3.457256e-10,1,2.7824554e-09,3.4654127e-10,0.10536311,0.07260774,0.92873335,0.9935954,627797.4,330490.75,0.92873335,0.87483203,3.2005703,1.1123898,-5.8368554,0.98856467,8.327732,292009.03,588670.5,2.7033626e-09,0,opt1,600.0,3.3,1,0.9,1,8.0,1,0.9,1,10.7,1,2.8346074e-09,1,288959.16,1,620000.0,1,1.0
0,11,random,59,1,2,3,2,3.5,184.44374,3.2005703,1.1123898,-5.8368554,0.98856467,8.327732,292009.03,588670.5,2.7033626e-09,0.34755984,1.2617228,-3.2059813,0.33028123,9.996091,-14.367549,-4.3714585,-1.4653971,0.00029184803,0.31428573,1.0476674,-18.20598,0.6630001,1.0476674,-18.426985,0.6630001,-0.012211962,0.008000048,0.10698351,0.0017117463,0.0017784929,0.2429043,0.026756924,0.05015045,30.090271,0.6630001,2.7033626e-09,2.7692957e-09,0.97619134,0.9919999,2.7033626e-09,3.1887454e-10,1,2.7692957e-09,3.191842e-10,0.11742345,0.082232244,0.88356185,0.937676,627797.4,330490.75,0.88356185,0.97128093,3.2005703,1.1123898,-10.9576435,0.98856467,7.7128434,284050.2,617680.75,1.8429653e-09,0,opt1,600.0,2.2,1,1.1,1,-6.0,1,0.95,1,9.7,1,2.7865505e-09,1,312141.22,1,590000.0,1,1.0
0,12,random,58,1,2,2,2,3.5,184.44374,3.2005703,1.1123898,-10.9576435,0.98856467,7.7128434,284050.2,617680.75,1.8429653e-09,0.34755984,1.0476674,-18.20598,0.6630001,-7.7516623,-1.7405841,-9.492246,-1.4653971,0.00029941904,0.34285715,2.4882412,-3.2059813,0.45337752,2.4882412,22.838396,0.45337752,-0.0100362,0.010336485,0.09437969,0.0019511085,0.0004598459,0.23054925,0.18007171,0.05015045,30.090271,0.45337752,1.8429653e-09,1.9013169e-09,0.96931,0.98966354,1.8429653e-09,2.9101604e-10,1,1.9013169e-09,2.9278077e-10,0.08545282,0.06024467,0.85947996,0.9838855,627797.4,330490.75,0.85947996,0.77641225,3.4916463,1.0042746,-8.277804,1.1740619,7.9684143,279627.94,722236.25,1.8610666e-09,0,opt1,600.0,3.2,1,0.7,1,-16.0,1,0.95,1,9.0,1,1.8666195e-09,1,265745.1,1,620000.0,1,1.0
0,13,random,261,1,3,2,6,3.5,184.44374,3.4916463,1.0042746,-8.277804,1.1740619,7.9684143,279627.94,722236.25,1.8610666e-09,0.28762206,2.4882412,-3.2059813,0.45337752,1.1786072,-7.9910145,-6.8124075,-1.4653971,0.00030458043,0.37142858,4.728996,-9.456411,0.9533775,4.728996,-9.456411,0.9891455,-0.022641402,0.015157163,0.09515116,0.0028844434,0.004677711,0.41696268,0.28009436,0.0,0.0,0.9533775,1.8610666e-09,1.9483237e-09,0.95521426,0.98484284,1.8610666e-09,4.069921e-10,1,1.9483237e-09,4.1073894e-10,0.07192958,0.05398908,0.70552987,0.87528306,825145.9,396337.53,0.70552987,0.608782,3.4916463,1.0042746,-16.923044,1.1740619,7.206446,256475.64,678890.94,2.0710953e-09,0,opt1,600.0,3.5,1,1.15,1,-9.0,1,0.8,1,8.4,1,2.0402644e-09,1,252041.75,1,720000.0,1,1.0
0,14,random,260,1,3,1,6,3.5,184.44374,3.4916463,1.0042746,-16.923044,1.1740619,7.206446,256475.64,678890.94,2.0710953e-09,0.28762206,4.728996,-9.456411,0.9533775,-22.466633,7.0089855,-15.457646,-1.4653971,0.00030979252,0.4,5.6719685,5.5435886,0.45337752,5.6719685,28.59067,0.37364715,-0.015978886,0.009360615,0.098026805,0.0018351823,0.006647953,0.2233223,0.11787156,0.05015045,30.090271,0.45337752,2.0710953e-09,2.1303614e-09,0.9721802,0.9906394,2.0710953e-09,4.6328733e-10,1,2.1303614e-09,4.670686e-10,0.045227416,0.034547668,0.6471142,0.8227526,825145.9,396337.53,0.6471142,0.661434,3.2005703,1.1123898,-21.842262,1.3624556,7.440933,227728.11,537315.06,2.580579e-09,0,opt1,600.0,2.5,1,0.95,1,-17.0,1,1.1,1,8.0,1,2.018244e-09,1,265667.66,1,680000.0,1,1.0
0,15,random,71,1,4,1,2,3.5,184.44374,3.2005703,1.1123898,-21.842262,1.3624556,7.440933,227728.11,537315.06,2.580579e-09,0.34755984,5.6719685,5.5435886,0.45337752,-31.447355,11.07049,-20.376865,-1.4653971,0.00031559283,0.42857143,4.7654953,9.605093,0.50787663,4.7654953,9.605093,0.50787663,-0.014000334,0.005199857,0.10504215,0.0010924083,0.0041128313,0.21959822,0.11330914,0.0,0.0,0.50787663,2.580579e-09,2.6212572e-09,0.9844814,0.99480015,2.580579e-09,3.2277064e-10,1,2.6212572e-09,3.2357084e-10,0.029058706,0.020389464,0.6890605,0.8558734,627797.4,330490.75,0.6890605,0.75230074,4.146646,1.0507336,-19.50809,1.4394752,7.533223,531178.3,1329388.4,3.716586e-08,0,opt1,600.0,3.2,1,1.05,1,-18.0,1,1.1,1,8.0,0,2.380596e-09,1,247050.42,1,540000.0,1,0.875
0,16,random,316,2,4,1,1,4.5,232.33914,4.146646,1.0507336,-19.50809,1.4394752,7.533223,531178.3,1329388.4,3.716586e-08,0.2533936,4.7654953,9.605093,0.50787663,-19.50809,1.4653971,-18.042692,-1.4653971,0.00032281998,0.45714286,0.7654954,0.0,0.007876642,0.0,0.0,0.0,-0.008331419,0.0013581781,0.2749486,0.00074685836,0.000214428,0.17727698,0.5,0.032113317,19.26799,0.007876642,3.716586e-08,3.7317708e-08,0.99593097,0.99864185,3.716586e-08,3.0906708e-09,1,3.7317708e-08,3.091993e-09,0.06876527,0.054506697,0.95723987,0.996464,1334105.8,554906.1,0.95723987,0.9916107,4.0060463,0.7696029,-6.6547556,1.4394752,7.533223,512797.38,1175858.8,6.8927792e-09,0,opt1,600.0,4.3,1,0.95,1,-19.0,1,1.35,1,8.0,1,3.7423217e-08,1,505019.8,1,1330000.0,1,1.0
0,17,random,414,2,4,1,3,4.5,232.33914,4.0060463,0.7696029,-6.6547556,1.4394752,7.533223,512797.38,1175858.8,6.8927792e-09,0.19211033,0.7654954,0.0,0.007876642,-6.6547556,1.4653971,-5.1893587,-1.4653971,0.0004269064,0.4857143,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019136256,-0.0010785776,0.15641432,-0.00033740996,3.287809e-05,0.030866751,0.09568693,0.0,0.0,0.0,6.8927792e-09,6.8705237e-09,1.0032393,1.0010786,6.8927792e-09,2.203346e-09,1,6.8705237e-09,2.1998354e-09,0.041148074,0.035455115,0.999346,0.99938524,1176582.0,513132.97,0.999346,1.0376807,5.434057,1.3696417,1.0219313,1.3284773,7.3996058,724425.7,2753234.5,1.1835367e-07,0,opt1,600.0,3.9,1,1.0,1,-8.0,1,1.25,1,7.6,1,6.238048e-09,1,490200.2,1,1180000.0,1,1.0
0,18,random,603,3,3,1,1,5.5,273.8455,5.434057,1.3696417,1.0219313,1.3284773,7.3996058,724425.7,2753234.5,1.1835367e-07,0.25204772,0.0,0.0,0.0,-6.6547556,9.142084,2.4873285,-1.4653971,0.00044621024,0.51428574,4.0,15.0,0.5,4.2058873,24.587795,0.8292879,0.018373404,0.053309113,0.45074058,0.04805716,0.011939395,0.35488725,0.5,0.05015045,30.090271,0.5,1.1835367e-07,1.3949452e-07,0.8484467,0.9466909,1.1835367e-07,1.3588339e-08,1,1.3949452e-07,1.4351398e-08,0.31049898,0.2583687,0.7493331,0.91290605,3015901.0,966760.56,0.7493331,0.7887302,5.301981,1.3754362,0.880921,1.1239094,7.1416383,896102.6,2730716.5,9.6832075e-08,0,opt1,600.0,5.2,1,0.6,1,1.0,1,1.4,1,8.5,1,1.1695119e-07,1,749451.4,1,2750000.0,1,1.0
0,19,random,645,3,2,1,2,5.5,273.8455,5.301981,1.3754362,0.880921,1.1239094,7.1416383,896102.6,2730716.5,9.6832075e-08,0.2594193,4.0,15.0,0.5,-6.6547556,9.001074,2.346318,-1.4653971,0.0007776706,0.54285717,0.0,0.0,0.0,0.0,0.0,0.0,-0.041904498,-0.039195396,0.3840462,-0.030105686,0.0029254186,0.17746788,0.5,0.05015045,30.090271,0.0,9.6832075e-08,8.6283464e-08,1.1222552,1.0391954,9.6832075e-08,1.4468192e-08,1,8.6283464e-08,1.3096519e-08,0.35730535,0.29978728,0.97552246,0.97697407,2795075.8,918587.4,0.97552246,1.2044575,5.352014,1.5411164,3.4340556,1.1239094,7.9011517,843230.44,2762553.2,6.5627404e-08,0,opt1,600.0,4.2,1,1.2,1,2.0,1,0.95,1,8.0,1,9.8672714e-08,1,926009.9,1,2750000.0,1,1.0
0,20,random,744,3,2,2,4,5.5,273.8455,5.352014,1.5411164,3.4340556,1.1239094,7.9011517,843230.44,2762553.2,6.5627404e-08,0.28795072,0.0,0.0,0.0,-6.6547556,11.554209,4.8994527,-1.4653971,0.0010488577,0.5714286,1.1312312,15.0,0.45815852,1.1312312,17.330055,0.45815852,-0.00024929867,0.021954766,0.358435,0.015738713,0.0052807005,0.21414621,0.1414039,0.05015045,30.090271,0.45815852,6.5627404e-08,7.014689e-08,0.93557113,0.9780452,6.5627404e-08,1.8321948e-08,1,7.014689e-08,1.8241227e-08,0.5346802,0.4413683,0.900083,0.9596435,2878728.5,936836.3,0.900083,1.0096229,4.146646,1.0507336,-3.944193,1.2427105,8.682527,495654.06,1318059.8,2.8718096e-08,0,opt1,600.0,5.3,1,1.3,1,5.0,1,1.2,1,7.2,1,6.751875e-08,1,856310.9,1,2780000.0,1,1.0
0,21,random,311,2,3,3,1,4.5,232.33914,4.146646,1.0507336,-3.944193,1.2427105,8.682527,495654.06,1318059.8,2.8718096e-08,0.2533936,1.1312312,15.0,0.45815852,-6.6547556,4.17596,-2.4787958,-1.4653971,0.0012326533,0.6,1.8534671,7.4279766,0.01160963,1.8534671,7.4279766,0.01160963,0.0013678311,0.008098369,0.25401723,0.0041142507,0.0007293639,0.040341116,0.09027949,0.0,0.0,0.01160963,2.8718096e-08,2.942726e-08,0.9759011,0.99190164,2.8718096e-08,3.478621e-09,1,2.942726e-08,3.4822096e-09,0.17911571,0.1397551,0.89322144,0.98797244,1334105.8,554906.1,0.89322144,0.9873369,4.0060463,0.7696029,-8.450973,1.4394752,9.537786,513115.84,1176545.1,7.86963e-09,0,opt1,600.0,4.7,1,1.9,1,1.0,1,1.05,1,8.4,1,2.6203717e-08,1,497919.75,1,1330000.0,1,1.0
0,22,random,417,2,4,4,3,4.5,232.33914,4.0060463,0.7696029,-8.450973,1.4394752,9.537786,513115.84,1176545.1,7.86963e-09,0.19211033,1.8534671,7.4279766,0.01160963,-6.6547556,-0.3308195,-6.985575,-1.4653971,0.001313081,0.62857145,0.0,0.0,0.0,0.0,0.0,0.0,-0.003952472,-0.000654139,0.16354878,-0.00021396727,1.6759457e-06,0.07473658,0.23168339,0.0,0.0,0.0,7.86963e-09,7.854207e-09,1.0019637,1.0006541,7.86963e-09,2.7118152e-09,1,7.854207e-09,2.710791e-09,0.10324169,0.08406309,0.9999667,0.99996865,1176582.0,513132.97,0.9999667,1.0086272,4.146646,1.0507336,4.888611,1.4394752,9.537786,554543.25,1333285.6,4.1759623e-08,0,opt1,600.0,3.7,1,1.1,1,-6.0,1,1.2,1,8.8,1,8.111543e-09,1,509520.12,1,1170000.0,1,1.0
0,23,random,319,2,4,4,1,4.5,232.33914,4.146646,1.0507336,4.888611,1.4394752,9.537786,554543.25,1333285.6,4.1759623e-08,0.2533936,0.0,0.0,0.0,4.888611,1.4653971,6.3540077,-1.4653971,0.0013351206,0.6571429,0.0,0.0,0.0,0.0,0.0,0.0,-0.001992049,-0.003435761,0.28447396,-0.001954769,3.7279893e-05,0.0,0.0,0.0,0.0,0.0,4.1759623e-08,4.1332136e-08,1.0103427,1.0034357,4.1759623e-08,2.9949563e-09,1,4.1332136e-08,2.988561e-09,0.16583723,0.12654279,0.999346,0.99938524,1334105.8,554906.1,0.999346,1.0376807,3.4916463,1.0042746,5.1164274,1.3624556,9.439931,294600.5,740625.25,3.792638e-09,0,opt1,600.0,4.2,1,0.85,1,9.0,1,1.2,1,9.9,1,4.3468564e-08,1,552079.9,1,1330000.0,1,1.0
0,24,random,270,1,4,4,6,3.5,184.44374,3.4916463,1.0042746,5.1164274,1.3624556,9.439931,294600.5,740625.25,3.792638e-09,0.28762206,0.0,0.0,0.0,16.412542,-9.830718,6.581825,-1.4653971,0.0014520723,0.6857143,4.0,-11.296116,0.17841217,5.195455,-11.296116,0.17841217,-0.013126087,0.012769656,0.12034343,0.0030734886,0.0038418465,0.24715458,0.5,0.03776702,22.660212,0.17841217,3.792638e-09,3.9417216e-09,0.9621781,0.98723036,3.792638e-09,4.8864734e-10,1,3.9417216e-09,4.898468e-10,0.089754134,0.06539949,0.7433071,0.8975689,825145.9,396337.53,0.7433071,0.8836994,3.6300926,0.87201977,5.34861,1.3624556,9.439931,301072.16,801641.56,2.2206006e-09,0,opt1,600.0,3.8,1,1.0,1,9.0,1,1.4,1,9.7,1,3.5033423e-09,1,287380.0,1,740000.0,1,1.0
0,25,random,221,1,4,4,5,3.5,184.44374,3.6300926,0.87201977,5.34861,1.3624556,9.439931,301072.16,801641.56,2.2206006e-09,0.2402197,4.0,-11.296116,0.17841217,16.412542,-9.5985365,6.814007,-1.4653971,0.0014626939,0.71428573,4.667149,-13.330581,0.34371695,4.667149,-13.330581,0.34371695,-0.009992674,0.015707325,0.10097789,0.003172185,0.005335021,0.15659675,0.08339365,0.0,0.0,0.34371695,2.2206006e-09,2.3286149e-09,0.9536143,0.9842927,2.2206006e-09,9.995557e-10,1,2.3286149e-09,1.0046132e-09,0.08667011,0.066774175,0.70400435,0.87228626,919012.0,427656.66,0.70400435,0.78933644,3.2005703,1.1123898,2.1314917,1.5742481,9.70291,317978.66,625572.8,3.8872447e-09,0,opt1,600.0,4.0,1,1.05,1,7.0,1,1.25,1,10.0,1,2.076915e-09,1,291724.44,1,800000.0,1,1.0
0,26,random,81,1,5,4,2,3.5,184.44374,3.2005703,1.1123898,2.1314917,1.5742481,9.70291,317978.66,625572.8,3.8872447e-09,0.34755984,4.667149,-13.330581,0.34371695,2.1314917,1.4653971,3.5968888,-1.4653971,0.0014689129,0.74285716,0.6671492,0.0,0.0,0.0,0.0,0.0,-0.0087243365,0.0012284106,0.11993378,0.00029465585,0.00010111613,0.17835753,0.5,0.044568975,26.741386,0.0,3.8872447e-09,3.9016053e-09,0.9963193,0.9987716,3.8872447e-09,3.0694142e-10,1,3.9016053e-09,3.0694403e-10,0.055567328,0.037715252,0.96214086,0.99645656,627797.4,330490.75,0.96214086,0.9990484,3.3512058,1.383558,3.081511,1.5742481,9.70291,272859.53,663883.5,8.415632e-09,0,opt1,600.0,3.6,1,0.85,1,4.0,1,1.5,1,10.0,1,4.3199058e-09,1,350771.28,1,620000.0,1,1.0
